,geoLevel1,geoLevel2,SERIAL,PUMA,WGTP,geoLevel0,NP,Long,Lat,serialSynth
434,1,9602,381595,105,76,11,2,-77.04011358,38.83810782,381595-2
846,1,8301,892995,101,117,11,1,-76.96013585,38.93048492,892995-2
743,1,9907,950608,102,60,11,6,-76.98890693,38.90372113,950608-1
313,1,9203,352013,104,79,11,7,-76.98436654,38.91002488,352013-1
1767,1,4300,1233401,103,66,11,2,-76.9921281,38.86455311,1233401-4
334,1,9203,373570,104,0,11,1,-76.98006154,38.91265971,373570-2
855,1,9203,929631,104,70,11,1,-76.98211959,38.91275231,929631-3
766,1,9601,1218981,105,62,11,1,-76.98760612,38.86872504,1218981-1
283,1,9907,360413,102,355,11,2,-76.98671889,38.90509834,360413-1
727,1,9907,927648,102,153,11,3,-76.98675195,38.90297849,927648-2
250,1,9504,227442,105,50,11,2,-76.99505977,38.85973841,227442-3
10,1,9203,7729,104,73,11,2,-76.98124778,38.91226718,7729-3
1434,1,4300,997912,103,57,11,2,-76.99101191,38.86589456,997912-2
200,1,1901,175792,104,97,11,1,-77.00622234,38.8447203,175792-3
226,1,9203,245511,104,52,11,2,-76.98014966,38.90561698,245511-3
1303,1,8903,1249533,105,71,11,1,-76.97890863,38.90618462,1249533-3
991,1,9907,1179266,102,60,11,2,-76.98235002,38.90182446,1179266-2
294,1,8410,629437,104,80,11,1,-76.97664432,38.88395073,629437-6
234,1,9504,220359,105,92,11,1,-76.99403818,38.8600918,220359-1
345,1,9504,324733,105,106,11,2,-76.99557206,38.85741067,324733-1
1406,1,9803,1389874,103,74,11,1,-76.95991002,38.90248363,1389874-1
420,1,8903,378639,105,44,11,1,-76.97987067,38.90454071,378639-1
469,1,9203,491338,104,47,11,1,-76.984865,38.908239,491338-2
33,1,9907,60727,102,115,11,2,-76.98312648,38.90072338,60727-1
891,1,9203,970955,104,78,11,1,-76.9856531,38.9072163,970955-2
32,1,9602,16166,105,294,11,2,-77.03212948,38.84193461,16166-1
1071,1,8301,1216902,101,98,11,1,-76.96427904,38.92814025,1216902-2
618,1,9907,804106,102,106,11,1,-76.98277602,38.90472559,804106-1
1363,1,9602,1278888,105,97,11,1,-77.02090202,38.82601267,1278888-1
1378,1,9602,1289742,105,117,11,1,-77.03698025,38.83660043,1289742-2
149,1,9203,163970,104,79,11,2,-76.98042948,38.90719128,163970-3
980,1,9907,1171620,102,74,11,1,-76.98802297,38.90376407,1171620-1
969,1,9907,1153745,102,54,11,1,-76.9864029,38.90434356,1153745-2
517,1,2202,523169,103,64,11,2,-76.95955515,38.92783654,523169-3
271,1,9203,311634,104,71,11,1,-76.98353294,38.91019892,311634-2
602,1,2202,609165,103,53,11,1,-76.96343286,38.92584895,609165-1
440,1,9907,601531,102,82,11,4,-76.98387692,38.90224892,601531-3
323,1,10100,224785,104,52,11,3,-76.99242822,38.8610224,224785-3
1082,1,9203,1138968,104,69,11,5,-76.97772072,38.91364608,1138968-1
240,1,9907,307317,102,68,11,2,-76.98652915,38.90290832,307317-1
433,1,8301,487503,101,49,11,1,-76.96481385,38.92920145,487503-1
624,1,9504,626231,105,222,11,2,-76.98987694,38.87013613,626231-1
8,1,8301,13695,101,70,11,2,-76.96645089,38.92602141,13695-4
281,1,9907,345021,102,136,11,1,-76.98729753,38.90325417,345021-1
1908,1,4300,1326589,103,181,11,1,-76.990773,38.86428207,1326589-2
313,1,9602,257540,105,93,11,2,-77.03494627,38.82632968,257540-2
721,1,9203,771105,104,0,11,1,-76.97984716,38.91442901,771105-3
1651,1,1600,1326015,102,36,11,2,-76.94693699,38.91508396,1326015-3
50,1,9601,59934,105,73,11,1,-76.98791573,38.87009535,59934-1
88,1,9203,95903,104,56,11,1,-76.97966888,38.91398565,95903-2
566,1,8301,612166,101,91,11,1,-76.97512517,38.91401417,612166-3
113,1,8803,229635,105,169,11,1,-77.01330119,38.90680751,229635-2
747,1,9203,808718,104,67,11,3,-76.97652212,38.91338745,808718-3
1376,1,9602,1289191,105,227,11,1,-77.04666555,38.84082415,1289191-1
192,1,9907,268038,102,39,11,4,-76.98531056,38.90442901,268038-1
979,1,9907,1158073,102,60,11,1,-76.984764,38.90421302,1158073-1
86,1,9203,93387,104,58,11,1,-76.98397743,38.91034385,93387-4
1094,1,9907,1283052,102,0,11,1,-76.98556143,38.90171376,1283052-6
384,1,1901,352013,104,79,11,7,-77.0082583,38.84183744,352013-2
1313,1,9504,1315014,105,0,11,1,-76.99396468,38.86299851,1315014-1
864,1,9203,944941,104,207,11,1,-76.97752367,38.91490632,944941-1
1120,1,8301,1269725,101,0,11,1,-76.95681609,38.90825646,1269725-1
706,1,8301,755739,101,161,11,1,-76.97076169,38.92393964,755739-2
912,1,9907,1095928,102,75,11,1,-76.98216169,38.9020585,1095928-2
1056,1,7304,991213,105,87,11,2,-77.02195827,38.81790171,991213-1
749,1,7304,768616,105,74,11,2,-77.03715842,38.81610761,768616-3
1438,1,9602,1336479,105,0,11,1,-77.03090989,38.83154423,1336479-2
50,1,9602,29831,105,67,11,1,-77.03269429,38.82089549,29831-4
1011,1,7304,970174,105,73,11,1,-77.03774737,38.8164771,970174-1
439,1,9203,463005,104,170,11,3,-76.9769195,38.9145495,463005-2
569,1,2202,566710,103,80,11,4,-76.95821907,38.92967992,566710-2
1803,1,4300,1260199,103,88,11,2,-76.98961065,38.86396949,1260199-4
720,1,10100,516429,104,85,11,2,-76.99325883,38.86165798,516429-1
268,1,9203,310006,104,151,11,2,-76.97697279,38.91143162,310006-1
530,1,9602,499496,105,60,11,1,-77.03949718,38.83874147,499496-1
1200,1,8903,1162822,105,190,11,1,-76.98133501,38.90237746,1162822-2
300,1,9602,244174,105,160,11,1,-77.0242151,38.82372467,244174-2
757,1,9907,967659,102,52,11,2,-76.98904516,38.9039405,967659-1
1711,1,10100,1256769,104,0,11,1,-76.99147495,38.86245032,1256769-3
778,1,9907,988676,102,82,11,1,-76.98688236,38.90644104,988676-1
1089,1,7304,1034264,105,155,11,1,-77.02825399,38.80195871,1034264-1
94,1,1902,196801,101,0,11,1,-77.01550058,38.82945395,196801-2
896,1,9203,975058,104,81,11,1,-76.98328172,38.90706287,975058-4
1197,1,8301,1409924,101,110,11,4,-76.97064091,38.91819538,1409924-2
1102,1,9203,1157978,104,174,11,2,-76.98147322,38.90702763,1157978-1
1070,1,9504,1045859,105,60,11,2,-76.99200411,38.86692615,1045859-1
232,1,9601,368711,105,0,11,1,-76.98477252,38.87180728,368711-2
1250,1,4300,842004,103,209,11,2,-76.99100952,38.86529634,842004-3
1177,1,9907,1375038,102,54,11,3,-76.98189603,38.90437291,1375038-1
369,1,9602,315076,105,133,11,2,-77.03889176,38.83420349,315076-3
815,1,8301,852861,101,246,11,1,-76.96675414,38.92214769,852861-1
1228,1,9602,1145771,105,0,11,1,-77.0325658,38.84505844,1145771-3
532,1,9203,547320,104,65,11,3,-76.98215447,38.90493592,547320-4
75,1,1600,72315,102,50,11,2,-76.94287244,38.91766832,72315-2
1302,1,9203,1351169,104,230,11,1,-76.97698693,38.9119297,1351169-3
188,1,9602,152799,105,55,11,2,-77.04102796,38.8366092,152799-1
143,1,7304,135899,105,88,11,1,-77.02649764,38.81422836,135899-2
457,1,9203,477971,104,60,11,1,-76.98087156,38.91357458,477971-1
155,1,9203,175792,104,97,11,1,-76.98544916,38.90683314,175792-2
1197,1,9504,1208670,105,98,11,1,-76.99083887,38.86821231,1208670-2
1973,1,4300,1371054,103,68,11,1,-76.98873094,38.86713834,1371054-1
142,1,1902,291425,101,78,11,3,-77.01207547,38.83459115,291425-2
1309,1,9203,1361063,104,73,11,7,-76.97939239,38.91367181,1361063-3
402,1,9203,445020,104,71,11,1,-76.97694045,38.91550725,445020-1
672,1,9203,692086,104,67,11,1,-76.9806373,38.91123506,692086-1
66,1,10400,41388,104,89,11,3,-76.97859251,38.91732857,41388-1
770,1,9601,1221545,105,42,11,1,-76.98057163,38.8740589,1221545-2
1181,1,1600,997301,102,99,11,1,-76.94291911,38.91704437,997301-4
583,1,2202,577217,103,67,11,1,-76.96052867,38.9279195,577217-3
662,1,10100,475740,104,0,11,1,-76.9939071,38.86076518,475740-3
1777,1,4300,1243141,103,122,11,2,-76.98920745,38.8648057,1243141-1
75,1,9504,72704,105,74,11,1,-76.99442147,38.86063743,72704-1
1310,1,9602,1245728,105,90,11,1,-77.02173827,38.82392943,1245728-3
1156,1,9602,1063191,105,57,11,1,-77.04584092,38.83944506,1063191-1
866,1,2202,841788,103,80,11,2,-76.95966709,38.92895188,841788-5
356,1,8301,435372,101,104,11,3,-76.9683903,38.91606704,435372-2
700,1,9601,1124080,105,220,11,3,-76.98364307,38.8723175,1124080-1
486,1,1901,449074,104,91,11,2,-76.99786711,38.85503256,449074-2
345,1,8803,832291,105,56,11,2,-77.01301329,38.90611983,832291-1
166,1,8903,153976,105,0,11,1,-76.97838021,38.9059609,153976-2
842,1,2202,818137,103,183,11,1,-76.95887215,38.9291334,818137-1
901,1,4300,634712,103,73,11,4,-76.98887785,38.86588588,634712-3
636,1,8410,1351169,104,230,11,1,-76.96535792,38.89145748,1351169-2
1089,1,9907,1283052,102,0,11,1,-76.98751853,38.90243673,1283052-1
84,1,9504,76135,105,42,11,3,-76.99307052,38.86577236,76135-1
143,1,1902,291425,101,78,11,3,-77.01196872,38.83454728,291425-3
1016,1,9203,1081377,104,136,11,2,-76.97807147,38.91502275,1081377-2
1049,1,2202,1024004,103,63,11,3,-76.96030097,38.92445005,1024004-4
106,1,4300,80541,103,0,11,1,-76.99100276,38.86594684,80541-3
496,1,9602,433754,105,85,11,1,-77.03825706,38.83719434,433754-1
492,1,9601,819431,105,60,11,1,-76.9841606,38.87044788,819431-1
745,1,9203,808718,104,67,11,3,-76.97848865,38.9085277,808718-1
1166,1,9907,1353558,102,63,11,1,-76.98911008,38.90320613,1353558-2
916,1,1901,780904,104,75,11,2,-77.00774742,38.84055966,780904-4
245,1,1902,434729,101,0,11,1,-77.01732913,38.8258785,434729-3
1180,1,9203,1228252,104,58,11,2,-76.97762057,38.91280959,1228252-4
1931,1,4300,1343641,103,57,11,1,-76.99021132,38.86717081,1343641-2
61,1,9504,60044,105,0,11,1,-76.99470898,38.85894815,60044-1
346,1,8301,425025,101,61,11,1,-76.94776099,38.91510185,425025-3
1171,1,9504,1175646,105,86,11,1,-76.99431348,38.85973177,1175646-3
1776,1,10100,1305732,104,0,11,1,-76.9938221,38.86143576,1305732-6
1208,1,2202,1175563,103,59,11,2,-76.96120172,38.9277376,1175563-1
350,1,7304,326517,105,72,11,1,-77.02568796,38.80505073,326517-3
212,1,7304,192418,105,70,11,2,-77.03418008,38.81674626,192418-1
1128,1,9907,1323986,102,86,11,2,-76.98571511,38.90581357,1323986-1
1142,1,1901,975058,104,81,11,1,-77.00075586,38.85152974,975058-6
287,1,4300,236426,103,78,11,4,-76.98936346,38.86401544,236426-2
432,1,8410,970955,104,78,11,1,-76.97553095,38.88296151,970955-2
1438,1,8903,1362301,105,81,11,2,-76.98012688,38.90451286,1362301-2
246,1,9907,308924,102,38,11,4,-76.98599785,38.90421976,308924-3
812,1,2202,786933,103,72,11,1,-76.96383897,38.92533943,786933-1
879,1,9203,956708,104,195,11,3,-76.980181,38.91153941,956708-2
305,1,9203,344226,104,0,11,1,-76.98097873,38.91229427,344226-1
1190,1,7304,1192760,105,0,11,1,-77.02568727,38.80401191,1192760-2
809,1,9203,890578,104,69,11,2,-76.97969509,38.9066412,890578-3
1170,1,9203,1226111,104,53,11,2,-76.97836371,38.91684583,1226111-1
290,1,8410,629437,104,80,11,1,-76.97315295,38.88521289,629437-2
53,1,9907,84997,102,96,11,1,-76.98609497,38.90144367,84997-2
1140,1,8301,1290993,101,97,11,1,-76.96216565,38.92789578,1290993-3
714,1,8301,756670,101,0,11,1,-76.96739495,38.92662146,756670-6
402,1,9601,665591,105,110,11,1,-76.98551103,38.87077902,665591-3
1420,1,9602,1327483,105,168,11,5,-77.02245327,38.82622977,1327483-1
1264,1,8903,1220836,105,68,11,1,-76.97865756,38.9051208,1220836-3
909,1,9203,981376,104,145,11,2,-76.9848606,38.90756484,981376-3
411,1,8903,368711,105,0,11,1,-76.98035425,38.90398804,368711-2
1459,1,10100,1097170,104,88,11,2,-76.99331271,38.85959895,1097170-1
329,1,9504,292105,105,0,11,1,-76.99154061,38.86380647,292105-1
1159,1,9203,1209904,104,144,11,5,-76.98462331,38.90761161,1209904-1
1046,1,10100,771105,104,0,11,1,-76.99176742,38.86300322,771105-5
310,1,9203,350355,104,0,11,1,-76.97904324,38.91215278,350355-3
1075,1,9602,981322,105,87,11,1,-77.03015729,38.82954978,981322-1
278,1,1902,477151,101,0,11,1,-77.01527162,38.83023036,477151-1
435,1,9203,458542,104,102,11,2,-76.98247635,38.91222484,458542-2
103,1,9203,120584,104,50,11,2,-76.97952638,38.90834811,120584-1
863,1,9203,933740,104,192,11,1,-76.98052165,38.91477764,933740-6
195,1,9602,157608,105,92,11,1,-77.03671273,38.83377101,157608-3
444,1,9504,408130,105,70,11,1,-76.98983695,38.86808503,408130-2
72,1,8301,99577,101,56,11,1,-76.97226823,38.92330624,99577-1
306,1,9601,498869,105,77,11,1,-76.98883784,38.86783985,498869-4
266,1,8301,341554,101,87,11,1,-76.96964034,38.91798711,341554-1
1332,1,7304,1308410,105,66,11,1,-77.03716416,38.81561209,1308410-3
44,1,8301,60938,101,64,11,5,-76.96573232,38.93255186,60938-2
974,1,2202,950274,103,61,11,1,-76.94293943,38.9179655,950274-2
1319,1,9203,1370944,104,62,11,1,-76.98418164,38.90862227,1370944-1
219,1,9601,336513,105,86,11,2,-76.98333726,38.87315804,336513-2
1436,1,2202,1358609,103,83,11,2,-76.96015923,38.92746906,1358609-2
1147,1,8301,1316694,101,72,11,2,-76.96361065,38.93406025,1316694-1
429,1,8410,961384,104,74,11,5,-76.97005983,38.88800381,961384-1
477,1,8903,418592,105,94,11,1,-76.9782661,38.90686961,418592-1
127,1,1902,270298,101,81,11,4,-77.01304037,38.83371354,270298-3
117,1,4300,101710,103,189,11,2,-76.98876337,38.86630123,101710-2
504,1,1902,756670,101,0,11,1,-77.01684568,38.82667945,756670-1
945,1,9203,1027554,104,156,11,1,-76.98210217,38.90653597,1027554-4
1196,1,4300,806251,103,72,11,1,-76.99004138,38.86407863,806251-1
664,1,2202,657030,103,47,11,1,-76.94391589,38.91713023,657030-2
201,1,9601,324733,105,106,11,2,-76.98409008,38.87076808,324733-1
90,1,9907,131711,102,0,11,1,-76.98749859,38.90521444,131711-2
872,1,4300,625329,103,51,11,2,-76.98940244,38.86753992,625329-4
497,1,9602,434360,105,110,11,2,-77.03962889,38.83788813,434360-1
921,1,9907,1100884,102,107,11,4,-76.98529988,38.90577191,1100884-1
677,1,9602,651915,105,0,11,1,-77.0316322,38.83100861,651915-2
1023,1,9203,1086784,104,118,11,7,-76.97961874,38.91537754,1086784-2
1536,1,4300,1083906,103,64,11,1,-76.98850086,38.86532061,1083906-1
851,1,6600,1008149,104,83,11,1,-76.96273104,38.89158056,1008149-2
1051,1,9203,1102386,104,60,11,3,-76.97728668,38.91342689,1102386-1
735,1,8301,767849,101,41,11,1,-76.97732158,38.9071965,767849-3
677,1,8903,630591,105,0,11,1,-76.97913087,38.90527788,630591-4
1118,1,9907,1315671,102,52,11,1,-76.98602861,38.90611608,1315671-2
934,1,8301,1042562,101,62,11,3,-76.96661026,38.92670135,1042562-1
222,1,9504,209206,105,103,11,1,-76.99211313,38.86752108,209206-2
1143,1,9203,1197337,104,204,11,1,-76.980912,38.91339213,1197337-2
200,1,2202,226093,103,0,11,1,-76.96152148,38.9264844,226093-2
264,1,4300,221776,103,58,11,4,-76.98760881,38.86695239,221776-1
192,1,9203,214735,104,84,11,2,-76.98333695,38.90707408,214735-4
736,1,9203,797529,104,158,11,6,-76.98587316,38.90754872,797529-2
648,1,1901,547472,104,65,11,2,-77.00664371,38.84282068,547472-2
1095,1,2202,1066307,103,64,11,1,-76.96119635,38.92457411,1066307-1
43,1,9803,54133,103,66,11,2,-76.95893476,38.90376688,54133-1
328,1,2202,343815,103,168,11,5,-76.9587698,38.92654302,343815-2
98,1,2202,117135,103,77,11,2,-76.9579814,38.92846732,117135-1
818,1,4300,586384,103,70,11,1,-76.99094645,38.8647529,586384-4
748,1,9203,811622,104,108,11,1,-76.98437423,38.90786137,811622-1
212,1,1902,389645,101,62,11,2,-77.01465851,38.83187577,389645-3
1135,1,10100,874192,104,103,11,1,-76.99122732,38.86187743,874192-2
275,1,9602,222953,105,74,11,3,-77.03700372,38.82640022,222953-1
708,1,9504,738774,105,146,11,6,-76.9914877,38.86749613,738774-1
67,1,4300,55860,103,89,11,2,-76.98716307,38.86712842,55860-2
139,1,2202,164452,103,0,11,1,-76.96359703,38.92501175,164452-1
1182,1,8301,1364666,101,86,11,2,-76.9724041,38.91204188,1364666-1
531,1,9203,547320,104,65,11,3,-76.98102769,38.90740414,547320-3
394,1,9602,348448,105,227,11,1,-77.03966585,38.82216072,348448-2
895,1,9602,873585,105,79,11,1,-77.04060117,38.82307181,873585-1
917,1,7304,917024,105,80,11,1,-77.02639035,38.81386493,917024-1
420,1,10100,326284,104,125,11,2,-76.99190861,38.86201563,326284-6
1393,1,7304,1384410,105,88,11,3,-77.02436014,38.81161816,1384410-1
616,1,2202,617944,103,66,11,2,-76.96259536,38.92658248,617944-2
873,1,2202,843963,103,155,11,2,-76.95896181,38.92899069,843963-2
1147,1,9203,1197551,104,92,11,2,-76.9820559,38.90953083,1197551-4
1017,1,6600,1176830,104,80,11,1,-76.96297731,38.89068876,1176830-2
181,1,9907,247408,102,62,11,4,-76.98802362,38.90193231,247408-1
332,1,2202,343815,103,168,11,5,-76.96257267,38.92534042,343815-6
104,1,9907,148517,102,59,11,2,-76.98710239,38.90335356,148517-2
711,1,10100,513267,104,50,11,3,-76.99166367,38.86267111,513267-2
164,1,9203,192919,104,72,11,1,-76.97903048,38.910198,192919-2
120,1,1902,247849,101,90,11,2,-77.01078113,38.83597354,247849-5
63,1,4300,55853,103,59,11,6,-76.99164721,38.86437975,55853-1
1157,1,8301,1328307,101,101,11,1,-76.97349857,38.91970276,1328307-4
744,1,9907,954528,102,70,11,1,-76.98882259,38.90268264,954528-1
1094,1,4300,738608,103,58,11,5,-76.98862427,38.86559933,738608-5
1052,1,9602,974489,105,0,11,1,-77.01593275,38.83246792,974489-2
732,1,8301,764767,101,103,11,2,-76.97528438,38.91534765,764767-2
735,1,9907,928989,102,69,11,1,-76.98469375,38.90330298,928989-2
153,1,1902,317267,101,75,11,1,-77.00968267,38.83719264,317267-1
595,1,2202,598689,103,50,11,2,-76.95766282,38.92858054,598689-1
508,1,1600,410068,102,59,11,7,-76.9531866,38.91258911,410068-3
222,1,9601,349718,105,52,11,2,-76.98728461,38.86858587,349718-1
855,1,9602,828630,105,239,11,5,-77.03760681,38.83792424,828630-1
161,1,9203,189873,104,0,11,1,-76.97993598,38.9081648,189873-3
365,1,9602,314671,105,77,11,1,-77.01993672,38.82827419,314671-3
466,1,8301,513971,101,112,11,3,-76.97504984,38.91804247,513971-1
584,1,9602,547206,105,115,11,2,-77.03759825,38.83906544,547206-1
306,1,8301,378965,101,82,11,1,-76.96682747,38.9296176,378965-2
1078,1,9907,1260781,102,86,11,3,-76.98372233,38.90396644,1260781-3
1331,1,4300,908578,103,89,11,3,-76.98840324,38.86505485,908578-2
1064,1,8301,1212048,101,59,11,2,-76.96175159,38.93214334,1212048-3
440,1,9504,406474,105,0,11,1,-76.99160378,38.86717496,406474-2
882,1,9601,1411286,105,65,11,1,-76.98781417,38.86762864,1411286-1
1496,1,4300,1048274,103,219,11,4,-76.99020434,38.86300154,1048274-1
1963,1,4300,1362631,103,102,11,2,-76.99029581,38.86317565,1362631-2
56,1,9203,60081,104,77,11,2,-76.97886051,38.90766757,60081-1
322,1,4300,259611,103,62,11,1,-76.99109758,38.86576943,259611-2
1502,1,9602,1396481,105,74,11,1,-77.02589902,38.82106054,1396481-2
1140,1,9602,1042379,105,61,11,2,-77.03510591,38.82355119,1042379-1
814,1,2202,788080,103,0,11,1,-76.96232678,38.92366701,788080-1
61,1,8301,79008,101,75,11,2,-76.97377062,38.91157876,79008-3
436,1,9601,711259,105,90,11,3,-76.98582517,38.87047312,711259-7
890,1,1902,1395340,101,57,11,4,-77.01352801,38.83247301,1395340-1
152,1,9601,228489,105,0,11,1,-76.9864557,38.86930035,228489-2
1127,1,9203,1176830,104,80,11,1,-76.98507143,38.9073554,1176830-2
998,1,9203,1072664,104,181,11,1,-76.98116557,38.90695118,1072664-3
1350,1,9504,1355945,105,95,11,1,-76.98935294,38.8700101,1355945-1
163,1,9601,249513,105,64,11,1,-76.9884797,38.87081598,249513-1
359,1,8301,437382,101,93,11,1,-76.9675696,38.9260312,437382-3
101,1,9601,157151,105,0,11,1,-76.98868423,38.87113574,157151-1
552,1,4300,420524,103,73,11,3,-76.99014832,38.86583952,420524-4
741,1,1902,1159409,101,0,11,1,-77.01152101,38.83570579,1159409-1
554,1,9602,516823,105,75,11,1,-77.03504562,38.82431436,516823-6
584,1,9907,746594,102,90,11,1,-76.98613398,38.90257655,746594-2
88,1,7304,84691,105,75,11,1,-77.03553238,38.81886673,84691-2
552,1,9203,570345,104,174,11,1,-76.97664247,38.91216489,570345-2
440,1,9203,463005,104,170,11,3,-76.97852966,38.90814422,463005-3
723,1,9602,697892,105,94,11,3,-77.02327782,38.82100215,697892-2
768,1,9907,972033,102,70,11,1,-76.98387417,38.9029061,972033-5
807,1,1901,687708,104,155,11,1,-77.0019547,38.85019751,687708-1
1102,1,9504,1092414,105,84,11,3,-76.99255296,38.862704,1092414-1
629,1,9203,651071,104,54,11,4,-76.97942294,38.91062496,651071-5
433,1,9504,402977,105,69,11,2,-76.99447032,38.86071282,402977-1
1862,1,10100,1379227,104,0,11,1,-76.99379271,38.85982688,1379227-4
554,1,9203,570345,104,174,11,1,-76.97631261,38.91243806,570345-4
805,1,9907,1003474,102,69,11,2,-76.98508191,38.90491429,1003474-2
193,1,9203,216005,104,100,11,1,-76.97757413,38.9139186,216005-1
756,1,4300,556374,103,0,11,1,-76.98752948,38.86643284,556374-1
930,1,10100,671215,104,76,11,3,-76.99211603,38.86084364,671215-4
1157,1,9602,1063191,105,57,11,1,-77.03108248,38.83394477,1063191-2
150,1,9203,170323,104,59,11,2,-76.97706648,38.91197769,170323-1
1218,1,1600,1015182,102,54,11,2,-76.94361469,38.91693457,1015182-1
1008,1,2202,990942,103,58,11,1,-76.96159826,38.92717403,990942-1
245,1,9203,271458,104,70,11,2,-76.97668085,38.91440245,271458-1
814,1,9504,837818,105,78,11,3,-76.99447794,38.86054881,837818-1
1225,1,9203,1290830,104,175,11,1,-76.976781,38.91420133,1290830-3
679,1,8301,720573,101,104,11,1,-76.96346063,38.92084737,720573-4
35,1,9601,49973,105,56,11,1,-76.98722394,38.8713237,49973-2
914,1,9602,893231,105,101,11,2,-77.03356566,38.82013475,893231-1
1129,1,9203,1180587,104,65,11,1,-76.9779179,38.90889484,1180587-2
1253,1,7304,1252758,105,70,11,2,-77.03666868,38.8175056,1252758-4
900,1,9203,976870,104,384,11,1,-76.98138773,38.91027339,976870-4
647,1,9907,846264,102,73,11,2,-76.98323778,38.90474717,846264-4
117,1,1902,247849,101,90,11,2,-77.01144439,38.8357404,247849-2
178,1,8301,235121,101,0,11,1,-76.97177443,38.92140709,235121-1
